symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,vol_ratio,high_52w_pct,rank_change,market,momentum_score,name,sector,ret_1w,weekly_exp_slope,weekly_rsi,vol_surge,price_vs_ema20,weekly_score,weekly_rank_change
DELL,394.3900146484375,1.6670719839811137,1.4571002409498253,22.73502757500989,1.0906037381569549,1.700780409654986,68.97703608435789,76.82993968027093,74.5063381098308,49.04445579506835,-31.022963915642112,21.122665405273438,4.0,1,1,1.0,1.0,1.372365382043686,-0.15359682830954058,0,US,80.96959975448236,Dell Technologies Inc.,Technology,-0.06300631674927148,61032.442990242016,38.81579099777527,1.5400583544541104,0.18896705834519012,67.47974351886452,94
HPE,49.20000076293945,1.4702510237549127,1.3565270474346165,4.916029647404577,0.7146033736099788,1.343457195266856,70.46323843281942,85.25286511617803,74.63280333405433,64.25651103905108,-29.536761567180573,2.247333780924479,4.0,1,1,1.0,1.0,1.5573636137102338,-0.12377561129248194,0,US,80.92308574723431,Hewlett Packard Enterprise Company,Technology,0.1431226699902275,165490.27391695345,65.3539367539971,3.910126753592443,0.19196443336380753,94.72452081488345,2
JBHT,284.95001220703125,1.9942585744408554,1.6242887367282766,0.5819884454584552,0.7544095912804609,0.3378342161611543,100.0,100.0,72.71275269497619,115.42365517562118,-0.0,3.840667724609375,4.0,1,1,1.0,1.0,1.062391701678179,0.0,0,US,77.19119010072296,"J.B. Hunt Transport Services, Inc.",Industrials,0.030821617613841834,7.513760038216128,76.19930631672197,0.8991704253820003,0.06876582880336723,78.8400013138878,37
MU,864.010009765625,7.495866437824804,4.0,7.068008268469488,5.0982008257655425,1.3342505644578506,45.84328977417619,74.94913225429872,60.11703999816369,-11.707375838599203,-54.15671022582381,49.335986328125,4.0,1,1,1.0,1.0,1.1283557767783376,-0.19967204280223616,0,US,76.36315725262794,"Micron Technology, Inc.",Technology,-0.11018536584384653,41.75670004123332,33.495815117999214,0.9517241033661905,0.012969786964190044,48.93610495403952,193
HST,24.6200008392334,2.0029189757873103,1.6287140998579726,0.6271780997407109,0.48847164706047264,0.29394046958275744,100.0,100.0,86.32286516080308,146.64115293589603,-0.0,0.3080003102620443,4.0,1,1,1.0,1.0,0.9996369894000905,0.0,0,US,76.33428358522792,"Host Hotels & Resorts, Inc.",Real Estate,0.07136646343194286,5.739213984202439,,1.0288050983629227,0.0761899602706051,85.76118894900921,16
NUE,254.38999938964844,3.1547826152299145,2.2173028587973365,1.2278849684884487,0.9380052700607757,0.5126378553258422,80.5425430435167,92.85170660334131,74.79616691503568,61.736553980505924,-19.45745695648329,4.0679982503255205,4.0,1,1,1.0,1.0,0.9616249305903545,-0.03008235254830738,0,US,75.18896409863984,Nucor Corporation,Basic Materials,0.01755999755859383,11.286443971628893,60.14796044699941,0.9838743559889909,0.054627344966272195,75.62675647175055,48
ROST,230.3699951171875,2.409670419477853,1.8365592989255144,0.5400467717569252,0.5939222044861183,0.0902459080379372,81.28949329622696,88.2286748256942,65.03926966139946,40.72078036215072,-18.71050670377303,3.939997355143229,4.0,1,1,1.0,1.0,1.3455677615330752,-0.018908915666158155,0,US,74.88361600376638,"Ross Stores, Inc.",Consumer Cyclical,-0.005868901891970091,-0.03982551390731772,46.57257583833051,0.8782312183111461,0.019137911545408004,48.0188982282991,197
STLD,268.5,2.358850218751875,1.8105907746574617,0.9932131550592925,0.787071742560153,0.48301834125673637,84.38667840653537,94.79555946884511,78.37680169730733,66.31993503309452,-15.61332159346463,4.956001790364583,4.0,1,1,1.0,1.0,0.9649488762852858,-0.030160758242474106,0,US,74.84591381966848,"Steel Dynamics, Inc.",Basic Materials,0.032096891406571126,20.95497277385596,66.66666666666666,0.9449802482410415,0.07030845923338513,79.10863804438893,36
AMAT,453.010009765625,3.215306684122055,2.248229945455289,1.2644247917284432,1.5162237952741973,0.3967271704917674,48.906147822639475,82.96871594087985,54.52880013634592,6.570946183429091,-51.093852177360525,12.724898274739584,4.0,1,1,1.0,1.0,1.211248844134336,-0.09705003240325583,0,US,74.52172132419162,"Applied Materials, Inc.",Technology,0.006554708756685734,8.649054890553149,51.47015434293686,1.1613916085962626,0.009379916339458338,68.53574457338746,87
SPG,210.30999755859375,1.7167287819191974,1.4824742800899293,0.08843922064038054,0.31525438794302074,0.0919114405351309,100.0,80.20230396015661,76.05063604090131,190.70324445718612,-0.0,1.5019989013671875,4.0,1,1,1.0,1.0,1.1250500521632067,0.0,0,US,74.39620768857807,"Simon Property Group, Inc.",Real Estate,0.026353002781595913,0.003959476619192182,77.49485676638221,1.1688863023974756,0.029382307708035293,75.28509872075107,49
