symbol,price,ram_raw,ram_score,exp_slope,ret_12_1,ret_3m,stoch_k,stoch_d,rsi,cci,wpr,atr,ma_score,above_ma25,above_ma50,above_ma100,above_ma200,market,momentum_score,name
DELL,421.0799865722656,1.4787688021928025,1.609489232779937,19.629618153236713,0.962548667455327,1.871399512767609,80.54616147529408,89.0868371942744,80.32029305562475,102.10038343958406,-19.453838524705912,19.810666910807292,4.0,1,1,1.0,1.0,US,82.30531394844462,Dell Technologies Inc.
COHR,421.8999938964844,4.510613374206997,3.596052432377075,4.4346167397137926,3.2223450327667695,0.6618741954981071,93.1886157701626,93.42522486195026,54.734253301654945,153.7822065396134,-6.811384229837406,12.023335774739584,4.0,1,1,1.0,1.0,US,82.18594174808112,Coherent Corp.
CNQ.AX,0.5600000023841858,1.6590866024769881,1.727639321865438,0.5341435227595955,1.5000000931322597,0.31764702747437457,93.93939941273166,93.93939941273167,80.85106814700941,130.22077277591555,-6.060600587268339,0.017333332697550455,4.0,1,1,1.0,1.0,AU,82.17755879962745,Clean TeQ Water Limited
STLD,276.8500061035156,2.455066342998366,2.2491911437301524,0.9415779468815381,0.8161297585675271,0.4617687638246988,100.0,100.0,81.9518110065803,108.36095805156339,-0.0,4.559335327148437,4.0,1,1,1.0,1.0,US,82.17219161711112,"Steel Dynamics, Inc."
GXH.NZ,2.059999942779541,1.786197653671267,1.8109266179542693,0.3602239565356959,0.9671751363661991,0.8080371473232877,100.0,100.0,87.50600130280709,125.27843880576496,-0.0,0.05553332169850667,4.0,1,1,1.0,1.0,NZ,82.13931378186165,Green Cross Health Limited
RMI.AX,0.0820000022649765,1.776471931577338,1.8045540084281573,19.553397096416987,2.0000000980339583,1.6451614066167646,80.95238264185458,84.95513593685386,80.6451527620855,52.41546980034445,-19.047617358145416,0.0024666671951611837,4.0,1,1,1.0,1.0,AU,82.11011976982935,Resource Minerals International Ltd
SLS.AX,1.5499999523162842,3.9648817255953435,3.2384713017364795,3.138572402328489,4.340000152587891,0.5979380480401133,85.29409805383841,92.4938565106964,66.02563181651317,61.35844092819714,-14.705901946161584,0.055333367983500165,4.0,1,1,1.0,1.0,AU,82.10793626536007,Solstice Minerals Limited
YUG.AX,0.09700000286102295,2.3238030863940797,2.1631831875715966,9.615135173954464,2.63636357478859,1.4871795092226248,80.00000993410707,72.49999555034886,78.26086674836387,41.46008107074499,-19.99999006589293,0.001533333957195282,4.0,1,1,1.0,1.0,AU,82.09538689057162,YUGOMTSLTD FPO [YUG]
SRG.AX,3.819999933242798,2.320157203941213,2.160794286775765,0.13275338092770117,1.0875534785767305,0.4308315174346369,100.0,100.0,89.69072925131142,130.8080671855522,-0.0,0.0713333288828532,4.0,1,1,1.0,1.0,AU,82.07462748513784,SRG Global Limited
DSM.AX,0.49000000953674316,,,0.5320182707390146,,0.8148147780218258,100.0,100.0,88.23528896153643,173.73494021125504,-0.0,0.012000000476837159,4.0,1,1,1.0,1.0,AU,81.90899974283852,DESERT MIN FPO [DSM]
SIQ.AX,11.920000076293945,2.05771462006204,1.9888333676857781,1.5929870028779636,0.5609675585596212,0.45365857970211176,100.0,86.66661580403645,68.82352050201365,244.0722967060811,-0.0,0.12266674041748046,4.0,1,1,1.0,1.0,AU,81.82871343506432,Smartgroup Corporation Ltd
BXN.AX,0.0860000029206276,1.9961418733189762,1.94848890085296,4.461111256735709,1.6923076482214174,0.45762715931083897,94.73686893561755,87.13451738637917,60.784318595152946,140.22993348772306,-5.263131064382448,0.003933331370353699,4.0,1,1,1.0,1.0,AU,81.78657666713049,Bioxyne Limited
AHL.AX,1.340000033378601,1.8866027370861287,1.876715295119845,2.055424353795388,0.9891264942684346,0.26906492965165985,100.0,100.0,78.57136775061521,110.24465815097193,-0.0,0.004666686058044434,4.0,1,1,1.0,1.0,AU,81.7574679630074,Adrad Holdings Limited
GW1.AX,0.08100000023841858,1.496398750222014,1.621040948289672,1.4997908279610024,1.4444443677923826,0.7608695669779255,89.6551768433893,91.95402357911858,74.46808797328825,95.62841816217544,-10.344823156610694,0.0033333333830038708,4.0,1,1,1.0,1.0,AU,81.67767608121378,Greenwing Resources Ltd
JGH.AX,0.08900000154972076,1.0136546700275506,1.3047313216716485,42.94594743806995,0.965517298964061,2.5600000089406967,100.0,94.55554521580666,81.39533715160971,108.02469910840009,-0.0,0.002933334559202194,4.0,1,1,1.0,1.0,AU,81.59571330626525,Jade Gas Holdings Limited
VFY.AX,3.25,0.9556678485193351,1.2667364697148082,2.8770648181806964,0.6666666666666667,0.9117646522587985,100.0,90.90908828188985,72.22220971261171,267.13087774964794,-0.0,0.1300000508626302,4.0,1,1,1.0,1.0,AU,81.26401101055448,VITRAFY FPO [VFY]
ON,131.82000732421875,2.090332231696296,2.0102054879882107,5.653411550290572,1.1036197138218289,1.1663107745233634,92.44003707815196,97.48001235938398,61.938584773196425,104.94273215260161,-7.559962921848036,3.9326655069986978,4.0,1,1,1.0,1.0,US,81.21821316011301,ON Semiconductor Corporation
CSCO,130.0,1.521616895265984,1.6375646973528277,1.6354389690672124,0.45596073328241116,0.6336011395754644,100.0,96.33699674646884,72.09160491710401,187.15556932381315,-0.0,3.093999735514323,4.0,1,1,1.0,1.0,US,81.15139809297233,"Cisco Systems, Inc."
C,135.14999389648438,2.5193667230403256,2.2913228446394127,0.28505175233529245,0.7080216047825623,0.2463451750470922,100.0,96.07321339836908,68.91247206024622,200.47537953871785,-0.0,1.8686670939127603,4.0,1,1,1.0,1.0,US,80.9500336570146,Citigroup Inc.
STT,162.75,2.477307391111566,2.2637642020293773,0.7978521613985479,0.6195546923738815,0.30923298484025974,100.0,92.81711407001471,66.7287164719518,151.20471491563288,-0.0,1.936664835611979,4.0,1,1,1.0,1.0,US,80.888972064309,State Street Corporation
JBHT,283.30999755859375,2.0346020747118936,1.9736892760441944,0.5605111424830483,0.7697768664541418,0.25392024739374475,100.0,96.90350760565015,75.59406224015486,121.37819575060955,-0.0,4.855333455403646,4.0,1,1,1.0,1.0,US,80.87943224081603,"J.B. Hunt Transport Services, Inc."
MS,218.27000427246094,2.141509907334127,2.043738766046555,0.3307895255729109,0.5450750419514541,0.35000302946394335,100.0,93.64829724288437,76.9895495673033,148.91697081260952,-0.0,2.9786661783854167,4.0,1,1,1.0,1.0,US,80.84290243085731,Morgan Stanley
BNY,144.02000427246094,2.7185484260003268,2.4218331764637626,0.5430206498509175,0.5413933631372776,0.23889712436185473,100.0,85.35966878734227,70.721710623598,156.6188591875234,-0.0,1.3593302408854167,4.0,1,1,1.0,1.0,US,80.831058124756,The Bank of New York Mellon Cor
TDED.SI,13.579999923706055,4.140679682897091,3.353659842654324,2.634080444670681,2.252198446743885,0.33006854779314065,72.82608921000529,90.2053823595093,70.41198729291517,31.936687595365147,-27.173910789994714,0.20799999237060546,4.0,1,1,1.0,1.0,SG,80.78326202246136,t Delta TH SDR 1to1
CAT,940.47998046875,4.9504718435253645,3.884262011537159,0.957682774646239,1.6821681576950498,0.33450945413185185,100.0,94.22341576355147,54.17284955063361,161.62190679796524,-0.0,17.378658040364584,4.0,1,1,1.0,1.0,US,80.70741917744674,Caterpillar Inc.
HST,24.450000762939453,1.962972033113879,1.9267549424250758,0.6018008619199134,0.4795323186470202,0.23800915552808477,100.0,100.0,82.69659386460154,146.17921767669864,-0.0,0.29800020853678383,4.0,1,1,1.0,1.0,US,80.63076008339577,"Host Hotels & Resorts, Inc."
AKN.AX,0.024000000208616257,1.1978321899664466,1.425410424644466,8.207286636388146,2.1249998981365983,1.0,100.0,69.44444444444444,55.55555555555556,204.16666666666666,-0.0,0.0013333335518836975,4.0,1,1,1.0,1.0,AU,80.62794763318401,AuKing Mining Limited
ANET,174.3699951171875,1.5155143822880195,1.6335661323145696,0.19189043505125916,0.8012698541873347,0.29325812318594635,97.24452693807226,99.08150897935741,79.21582403572316,140.4706503280941,-2.7554730619277406,3.965998331705729,4.0,1,1,1.0,1.0,US,80.44780819079307,"Arista Networks, Inc."
CDA.AX,43.70000076293945,2.7096748096863648,2.4160188943665277,0.2486102471052302,1.2119422709428682,0.19594963513997965,95.33469517243513,84.98987648016174,71.10874330496033,103.28832283334822,-4.665304827564862,0.6626663208007812,4.0,1,1,1.0,1.0,AU,80.4376549748458,Codan Limited
NTRS,173.05999755859375,2.1999421317727,2.0820254604938078,0.3769495523517763,0.5776951288097951,0.21275403825946304,100.0,91.11370892167027,69.17686089990734,197.20628931262084,-0.0,1.611334228515625,4.0,1,1,1.0,1.0,US,80.38261864165736,Northern Trust Corporation
SKS.AX,8.600000381469727,6.351105814924763,4.0,13.070156318811456,3.771159405803102,0.9589978685704237,53.65857700731742,63.61790337592015,62.460583814570676,8.668785755315175,-46.34142299268258,0.24399986267089843,4.0,1,1,1.0,1.0,AU,80.26231562244637,SKS Technologies Group Limited
EIQ.AX,1.2899999618530273,4.434230118170479,3.546003638019934,19.043976704541734,3.6363635747885894,0.767123189243599,70.2702667871647,77.80939873235644,67.532466728222,-10.903464205771906,-29.729733212835296,0.05999999841054281,4.0,1,1,1.0,1.0,AU,80.24683527812338,Echo IQ Limited
GS,1092.6099853515625,2.129695345237702,2.035997480593877,0.09483272967071679,0.5887978315259599,0.3135581846792459,100.0,94.38708992585548,74.64298633190006,161.5495348806896,-0.0,18.199320475260418,4.0,1,1,1.0,1.0,US,80.22518556827126,"The Goldman Sachs Group, Inc."
CCL.AX,4.949999809265137,1.5891741065775749,1.6818303800655316,0.6407378621404373,0.6136974338799359,0.18421052931778625,100.0,100.0,77.46479629974137,129.62943059712885,-0.0,0.04733330408732096,4.0,1,1,1.0,1.0,AU,80.01677808668289,CUSCAL LTD FPO [CCL]
BCM.AX,0.041999999433755875,2.4007424438881797,2.21359635769558,0.07750385018647094,2.6842106604675218,0.16666670116009685,100.0,70.370364238205,69.99999441206442,100.47846332763378,-0.0,0.0015333332121372223,4.0,1,1,1.0,1.0,AU,79.94640225667301,Brazilian Critical Minerals Limited
CBL.AX,0.07900000363588333,1.0931331220127698,1.3568081891114234,0.036713749195807346,1.193548542155686,0.33898310435636714,100.0,88.88888888888886,73.6842151700296,309.10654780175753,-0.0,0.002533333251873652,4.0,1,1,1.0,1.0,AU,79.92010743566412,Control Bionics Limited
TOK.AX,1.649999976158142,1.3419686744602568,1.519853338525266,0.09085338504996396,0.7844311950017757,0.24999993226745176,100.0,100.0,75.51021599760219,214.0000552336572,-0.0,0.03666665554046631,4.0,1,1,1.0,1.0,AU,79.82915773913572,Tolu Minerals Ltd
KOV.AX,20.399999618530273,2.1142121021638216,2.0258523560103456,0.12636308281854597,0.5768584451447012,0.275797367763422,100.0,99.12280221434946,90.37325186322404,103.11166709618304,-0.0,0.3573333740234375,4.0,1,1,1.0,1.0,AU,79.75681857027266,Korvest Ltd
FTI.AX,0.7450000047683716,5.606753230293504,4.0,18.626505552548036,7.599999403953577,0.655555610009183,57.407410269084025,69.1357997437295,58.947364590505494,7.089391366571386,-42.592589730915975,0.035666672388712566,4.0,1,1,1.0,1.0,AU,79.60480998830802,FORTIFAI FPO [FTI]
SXE.AX,4.170000076293945,3.8905506443005327,3.1897671590341923,2.415438537989423,1.5919229121175658,0.4602079360048943,78.7234258414273,86.84720583720684,55.963309775820846,73.84960894882352,-21.276574158572693,0.08133331934611003,4.0,1,1,1.0,1.0,AU,79.58852952205227,Southern Cross Electrical Engineering Limited
NC2.SI,0.7200000286102295,1.4483450864803764,1.5895546244602372,485.5177893991722,4.5132211413435614,4.657143178278091,75.00002483526767,58.73013552804752,52.830196742527995,90.7409063092153,-24.99997516473233,0.020333337783813476,4.0,1,1,1.0,1.0,SG,79.55274157121175,Sri Trang Agro-Industry Public Company Limited
PCT.SI,2.240000009536743,2.1181694255623333,2.0284453230459762,3.0729393173040087,1.3532405408320733,0.916485791697923,54.94504976266874,67.03295791580608,66.19718357155043,25.885597860785293,-45.05495023733126,0.10333334604899089,4.0,1,1,1.0,1.0,SG,79.50785101718112,PC Partner Group Limited
JBL,373.82000732421875,2.8299770242696227,2.494844819193659,2.5011289978099547,1.1674818953487143,0.48251227238946703,86.42602208449833,89.6348026267754,58.494020658341164,71.76211948374413,-13.573977915501668,7.748649088541667,4.0,1,1,1.0,1.0,US,79.48048521065236,Jabil Inc.
CYQ.AX,0.004999999888241291,0.7681776439547312,1.14388678800255,2.1309832848045946,1.4999998253770257,0.24999991268851285,,,,,,0.0,1.0,0,0,1.0,0.0,AU,79.45966677214665,Cycliq Group Limited
ANX.AX,0.03700000047683716,2.107466224795551,2.0214322376927703,1.8483975294903177,2.7499997380655383,0.6086956697792547,100.0,94.44443409641754,55.55555325599497,78.7878883662193,-0.0,0.0013333340485890707,4.0,1,1,1.0,1.0,AU,79.44373734616946,Anax Metals Limited
FLC.AX,0.0949999988079071,1.4232107508719691,1.5730857900658624,0.0018776030540483381,1.1891891674197792,0.2337662249697985,100.0,97.22223601960002,80.00001192093322,156.08101941243416,-0.0,0.0019999995827674867,4.0,1,1,1.0,1.0,AU,79.3627809503625,Fluence Corporation Limited
MPC,267.04998779296875,1.8779411988203987,1.8710399734594176,1.2160304495679324,0.590553638894437,0.2332958394153486,99.20633058457999,99.73544352819333,64.31130439060476,122.2727915298824,-0.7936694154200143,4.4843292236328125,4.0,1,1,1.0,1.0,US,79.35335821715142,Marathon Petroleum Corporation
EDU.AX,0.9599999785423279,2.550483554883907,2.3117116051976243,1.352119577755057,1.9704967072385409,0.47692309808449007,63.41463698296964,73.17074541768659,63.76811268699663,25.301183015863167,-36.58536301703036,0.02333333094914754,4.0,1,1,1.0,1.0,AU,79.24339135715773,EDU Holdings Limited
AAI.AX,109.30999755859375,2.155315367583677,2.0527845527397153,0.26805223378174037,0.992323194204126,0.2532340086592446,74.8834052009502,88.3624106456462,75.58139594396626,61.36717286892186,-25.116594799049807,3.173333231608073,4.0,1,1,1.0,1.0,AU,79.21103963149974,Alcoa Corporation
HCH.AX,2.0,2.9506225010617912,2.5738956605875334,0.022634738012841164,2.1504424405327622,0.24999998137354873,82.60870917307871,93.47826593990449,70.50360020726984,69.0246592104124,-17.3912908269213,0.04933331807454427,4.0,1,1,1.0,1.0,AU,79.17849617209653,Hot Chili Limited
WBT.AX,7.550000190734863,1.5815543065042605,1.6768376391599917,0.1503799101519965,1.4,0.5599173456013153,84.15300688834297,69.39890026928707,64.15584473490085,94.78207936647465,-15.846993111657028,0.2793333689371745,4.0,1,1,1.0,1.0,AU,79.13468987346363,Weebit Nano Limited
ADM,83.37000274658203,2.572357989291591,2.3260444462698295,0.579181549670475,0.6924326477840543,0.26138093937010787,89.41347510841057,95.50143920517094,59.3448833380135,122.54551872691086,-10.586524891589436,0.987360127766927,4.0,1,1,1.0,1.0,US,79.0182009349466,Archer-Daniels-Midland Company
EUR.AX,0.4449999928474426,5.104359293207832,3.9850940750409785,6.08375209527168,10.09756098890645,0.7450980437988963,59.99998807907389,69.99998609225287,57.89473353991039,-2.011515957890513,-40.00001192092611,0.012666672468185425,4.0,1,1,1.0,1.0,AU,79.00513063570487,European Lithium Limited
MPWR,1652.5999755859375,3.004232613216451,2.6090227501869747,1.8755346600707383,1.3964099662023552,0.5354624818191138,83.18602482796884,87.8969937900449,52.873785966935614,83.57209986867886,-16.813975172031164,47.232666015625,4.0,1,1,1.0,1.0,US,78.9473598708955,"Monolithic Power Systems, Inc."
GNP.AX,10.079999923706055,4.072906977856987,3.3092529614399684,1.6243590866079916,1.754800533248559,0.30768356635191507,75.32462063601369,66.23371529824806,55.62913719067977,63.99100704263944,-24.675379363986305,0.201333491007487,4.0,1,1,1.0,1.0,AU,78.87885678334364,GenusPlus Group Ltd
PSX,184.67999267578125,2.0095819183354577,1.9572952555972385,0.3609637093365656,0.5960637207738921,0.12931506327817077,100.0,94.10770464032913,67.33951407105585,141.68350793699406,-0.0,2.9491953531901043,4.0,1,1,1.0,1.0,US,78.87229886060317,Phillips 66
AII.AX,27.81999969482422,5.039723748971131,3.9427427636473142,1.018561684287218,4.194286745032673,0.014217987069247151,80.2547667526796,86.56990164859762,67.97752186931524,59.86711468113483,-19.745233247320396,0.7933336893717448,4.0,1,1,1.0,1.0,AU,78.81729099439055,Almonty Industries Inc.
DBI.AX,5.71999979019165,1.4249319717348272,1.5742135899722611,0.3453052987586329,0.35677094550127864,0.19623698751579344,100.0,95.49979579966089,75.70482083615464,201.14999936197262,-0.0,0.07310622533162435,4.0,1,1,1.0,1.0,AU,78.76318806352661,Dalrymple Bay Infrastructure Limited
SLB,58.0099983215332,2.080459423502137,2.003736502864027,0.3583902619067513,0.6958829188467788,0.23025620149087223,100.0,78.11531077084526,61.67203717344933,123.38933331602284,-0.0,0.7529950459798177,4.0,1,1,1.0,1.0,US,78.64845624013229,SLB N.V.
TEM.NZ,7.739999771118164,3.8349448342164525,3.1533324232246867,0.6804345296840538,0.8569437280828942,0.20466918931451383,72.2432739674119,80.2280901191972,57.128303688010554,108.6638804564665,-27.7567260325881,0.06939999262491862,4.0,1,1,1.0,1.0,NZ,78.64348918277082,Templeton Emerging Markets Investment Trust plc
FCG.NZ,4.460000038146973,2.1711189785351683,2.063139592779293,0.6079591067891279,0.5462620610761675,0.13934744988532288,100.0,97.61910438543013,69.99996821087633,98.98997196774864,-0.0,0.02000001271565755,4.0,1,1,1.0,1.0,NZ,78.61158908544407,Fonterra Co-operative Group Limited
EOS.AX,10.970000267028809,2.731946783072345,2.4306122159105805,0.4311308205274224,2.9733331468370228,0.10696270796548069,70.34483106373482,76.16857978833256,65.24823059600855,52.17747550127716,-29.655168936265184,0.47000001271565756,4.0,1,1,1.0,1.0,AU,78.41833324553916,Electro Optic Systems Holdings Limited
BSL.AX,33.189998626708984,1.3409871840542469,1.5192102340800924,0.1714292176832928,0.4372681309696822,0.22562772231229533,96.50865013061288,93.43304813492163,80.09866764794735,129.14913719298767,-3.4913498693871183,0.4459999084472656,4.0,1,1,1.0,1.0,AU,78.39608922722735,BlueScope Steel Limited
OKJ.AX,0.06800000369548798,3.6993243410103056,3.0644694638891563,-0.00042115325403328606,3.857142971182353,-0.01449267537722343,,,,,,0.0,3.0,0,1,1.0,1.0,AU,78.27257843909167,Oakajee Corporation Limited
DUR.AX,2.690000057220459,1.4982783173291672,1.6222725018068638,0.503191356302962,0.6853072230632578,0.1680715915908455,100.0,100.0,63.41463698296964,127.00738378597494,-0.0,0.061333322525024415,4.0,1,1,1.0,1.0,AU,78.21816820800794,Duratec Limited
CLV.AX,0.9599999785423279,2.310206595469964,2.15427432437893,0.753335484397274,1.4127724230616447,0.24365682878503114,75.75756590556963,64.64646683579936,55.31914353964318,89.00340797206522,-24.24243409443036,0.03333333333333333,4.0,1,1,1.0,1.0,AU,78.19225934113827,Clover Corporation Limited
FANG,210.58999633789062,1.5428655847928756,1.65148753002157,0.8033629452758797,0.4783794868274476,0.20544368440304916,100.0,71.12746374517366,61.56870419364819,150.3890027829493,-0.0,3.246925862630208,4.0,1,1,1.0,1.0,US,78.13615667153674,"Diamondback Energy, Inc."
VLO,258.8500061035156,2.5980807132633004,2.3428988118620753,1.0276522478634922,0.9092624674647463,0.1405509715663582,87.6835426385614,90.95407031511797,60.25209913213491,80.4262929829482,-12.316457361438589,4.9987060546875,4.0,1,1,1.0,1.0,US,78.07267806348788,Valero Energy Corporation
RDX.AX,3.5,1.4986189026013825,1.622495664357594,0.07636080822717231,0.6479434589897315,0.1326861156049286,100.0,100.0,74.48979641486584,129.20739305761302,-0.0,0.06600000063578287,4.0,1,1,1.0,1.0,AU,78.04053145932602,Redox Limited
PEB.NZ,0.30000001192092896,1.081662592491821,1.3492923249947246,0.03651612815116184,0.8333333074632621,0.5151515835682337,100.0,75.61904944854251,62.49999689559232,202.45106881946964,-0.0,0.014333336551984151,4.0,1,1,1.0,1.0,NZ,78.03082280620333,Pacific Edge Limited
URI,1084.6199951171875,0.944899868663268,1.2596809389948234,0.16278746755570153,0.3933921080855074,0.2893837143384328,100.0,98.57549882320416,75.78513107247007,195.57980961568902,-0.0,16.948006184895835,4.0,1,1,1.0,1.0,US,77.8882403785365,"United Rentals, Inc."
MAH.AX,0.925000011920929,3.492888428876177,2.929205938210305,1.1839104665166147,1.7263171060366247,0.46674959290626217,48.38709801466505,59.13979073510357,59.649127209947494,0.578279779040489,-51.61290198533495,0.01933332681655884,4.0,1,1,1.0,1.0,AU,77.8247287660566,Macmahon Holdings Limited
AWX.SI,9.569999694824219,7.929011441284571,4.0,226.39417216499254,5.010674578442542,2.0727649043821295,48.124986216420965,65.83333383003888,53.2520306292392,-18.65557816897544,-51.875013783579035,0.3719998677571615,4.0,1,1,1.0,1.0,SG,77.78814284072678,AEM Holdings Ltd.
AYA.AX,4.789999961853027,5.251438300624292,4.0,1.8957301200108558,4.8169933235005145,0.4088234786756326,56.756784621610265,41.70980600444995,49.25373187440106,52.64960030048049,-43.243215378389735,0.10533332824707031,4.0,1,1,1.0,1.0,AU,77.76282799913417,Artrya Limited
ADI,428.760009765625,2.9787003233666307,2.5922931632268478,1.0025698876523133,0.9224656242323481,0.30393794678522523,83.65423428578147,88.99529483091418,51.068707863497444,101.0204654286724,-16.34576571421853,10.153078206380208,4.0,1,1,1.0,1.0,US,77.74858884388689,"Analog Devices, Inc."
BG,129.4199981689453,2.3212181225480797,2.1614894351622045,0.10927225655505013,0.7271025711971195,0.15016083488499898,83.65761144018576,91.94473249190388,63.765635756783695,105.82199770600818,-16.342388559814243,1.8836318969726562,4.0,1,1,1.0,1.0,US,77.72159731467892,Bunge Global SA
MAR,385.29998779296875,1.4530753455150855,1.5926540440708776,0.23792913161645718,0.3802277337559803,0.15920167880512204,98.32264303924283,79.25239290639398,76.06982400663742,108.74306692839492,-1.67735696075716,4.377107747395834,4.0,1,1,1.0,1.0,US,77.39380664574408,"Marriott International, Inc."
